keywords,year,_medizin,_personen,_tiere,_objekte,_ethngrp,_messungen,_geo,_pflanzen,_gestminer,_zitate,_einheiten,_lawihw,_zeichnungen,id,_text
"Grabhügel, Guarapuava, Begräbnisplatz, Personen, Geographische Angaben,  Bairo dos Carapatos Bairro dos Carrapatos, Weide, Caroba do Campo, Tibagy Rio Tibagi, Tibagy, Ethnien/Gruppen, Ponta grossa, südbrasilianischen   Wilden, Objekte, Wilden, Pflanzen, Antonio José Pera   Branco, Guarapuava, Capaõ, Montevideo, Campo",1828,,Antonio José Pera   Branco,,"Grabhügel, Begräbnisplatz, Capaõ, Campo","südbrasilianischen   Wilden, Wilden",,"Guarapuava, Tibagy Rio Tibagi, Guarapuava, Montevideo,  Bairo dos Carapatos Bairro dos Carrapatos, Ponta grossa, Tibagy","Weide, Caroba do Campo",,,,,,ZM_S_I_Sellow_Exk_13_1_r__2510,"Prov. Parana Der Hügel von Ponta grossa scheint ein Lieblingsplatz der hier wohnenden Wilden gewesen zu sein. Auf seinem südlichen Abhange nicht fern vom Gipfel sieht man noch 3 große Grabhügel[,] welche von ihnen herstammen. Diese liegen in der Mitte eines großen Kreises von bei 1000 Schritte Durchmesser[,] welcher durch den am südl[ichen] Abhange befindl[ichen] Capaõ und anderer Seits durch die höchsten Punkte des Hügels gebildet wird. Die Stelle als Begräbnisplatz ist schön gewählt; sie liegt hoch, und hierauf sehen besonders alle südbrasilianischen Wilden, und ist doch geschützt und heimlich. Man erkennt an den Gräbern, daß die hier wohnenden Wilden dieselbe Manier hatten[,] ihre Todten zu begraben als die Wilden zu Guarapuava, deren Vorältern sie vielleicht waren. Der größte der Hügel hatte noch an 30 Schritte Durchmesser und bei 18 Fuß Höhe. Die Erde zur Aufhäufung war rundum aufnommen worden[,] so daß ein flach vertiefter Kreis entstanden. Ähnliche Grabhügel soll man in der Gegend auf vielen hohen Punkten finden. Ich beschloss von hier aus eine Excursion nach Guarapuava zu machen. Der Tenente Ant[oni]o José Pera Branco, einer der reichsten Besitzer der Gegend[,] dem auch das beste Haus in Ponta grossa zugehört[,] bot mir an[,] mein Gepäck unterdessen auf seiner Est[anci]a unter zu nehmen und für meine Thiere Sorge tragen zu lassen. Ich benutzte diese Anerbieten und begleite ihn noch heute nach seiner Est[anci]a[,] welche in Bairo dos Carapatos 2 ½ L[egoa] von hier und jenseits des Tibagy liegt. Der Weg dahin ist sehr gut. An einigen Stellen des Campo sah ich Caroba do Campo in Blüte sowie auch die kleine sparing gefiederte schaftlose Palme[,] welche in dieser Gegend nicht selten ist. Am Tibagy wurde ich sehr überrascht, hier die bei Montevideo zuerst gesehene Weide wieder zu finden; sie war in Begriff zu blühen. Der Fluß erlaubte uns[,] ihn zu furthen."
"Rio Negro, Criar, Alfonso, Yguacú Iguaçu, Personen, Geographische Angaben, Wilder, Marschal Candido, Don Alfonso Botelho, Indiern, Campos   Geraes, Fazendas de , Campo de Guarapuava, Yguacú, Ethnien/Gruppen, Wilde, Carneiro, São José dos Pinhais, Objekte, Luciano Carneiro, Wilden, Guarapuava, Paranagua",1828,,"Carneiro, Criar, Alfonso, Marschal Candido, Don Alfonso Botelho, Luciano Carneiro",,Fazendas de ,"Wilder, Indiern, Wilde, Wilden",,"Rio Negro, Guarapuava, Yguacú, Campo de Guarapuava, Yguacú Iguaçu, São José dos Pinhais, Paranagua, Campos   Geraes",,,,,,,ZM_S_I_Sellow_Exk_14_1_r__2511,"Guarapuava Die erste Bekanntschaft mit dem Campo de Guarapuava verdankt man den Jesuiten, die in Campos Geraes schon mehrere Fazendas de Criar[,] zum Collegium von Paranagua gehörig[,] besaßen. In Folge von Nachrichten über die Campos[,] welche sie von Indiern erhalten hatten[,] fuhren sie den Yguacú hinab und als sie fast schon zu weit gekommen waren, erleichterte ihnen ein Brand im Campo[,] den die Wilden angelegt hatten[,] die Entdeckung derselben. Auf der Rückreise verfehlten sie die Mündung des Hauptzweigs des Yguacú[,] welcher von S[ão] José dos Pinhais herabkommt[,] und schifften den Rio Negro hinauf, der hier eine breitere Mündung als jener haben soll. Sie machten dort keine Niederlassung. Vor circa 60 Jahren wurde ein gewisser D[on] Alfonso Botelho von Portugal herübergeschickt[,] um diese Entdeckung zu verfolgen. Ihn begleitete der jetzt noch lebende Marschal Candido[,] der damals Fähnrich war, und der jetzige Major Carneiro, Vater des Oberstleutnants Luciano Carneiro. Er drang mit ungefähr 60 Mann zu Lande durch den Certaõ[,] nicht dort[,] wo die heutige Straße läuft[,] sondern südlicher. Man fand eine große Anzahl Wilder in Guarapuava. Alfonso behandelte sie gut und machte ihnen Geschenke. Eines Tages führte ihm einer der Vornehmsten unter ihnen ein junges Mädchen zu, auf ihrer Art aufs Beste bemahlt und geschmückt[,] und verlangte[,] daß er sie wie seine Frau ansehen möchte. Alfonso[,] aus Frömmigkeit oder weil er sehr behuthsam war, verweigerte sie anzunehmen, weshalb sich der Wilde bitter beleidigt fühlte. Wenige Tage später erschien eine Anzahl Wilder[,] welche man auf 5000 schätzte, alle bemahlt, mit Federn geputzt und mit Bogen Pfeil in der Hand. Sie bemühten sich[,] Alfonsos Leute zu zerstreuen[,] um sie einzeln umzubringen; einige luden sie ein[,] mit ihnen in den Wald zu gehen und"
"Serra da Esperanca, Don Alfonso, Candido, Indier, Fazenda da Palma, Campos von Guarapuava, Mais, Alfonso, Carneiro, Diego, Portugiesen, Personen, General Horta, Geographische Angaben, São Paulo, Ethnien/Gruppen, Landwirtschaft und Handwerk, Wilden",1828,,"Don Alfonso, Candido, Alfonso, Carneiro, Diego, General Horta",,,"Portugiesen, Wilden, Indier",,"Serra da Esperanca, Campos von Guarapuava, São Paulo, Fazenda da Palma",,,,,Mais,,ZM_S_I_Sellow_Exk_14_1_v__2512,"auf ihrer Pflanzung grünen Mais zu essen; andere veranlaßten sie[,] ihnen auf die Schulter zu steigen[,] um ihnen ihre Stärke zu zeigen, aber in der Absicht[,] sie davon zu tragen und umzubringen. Candido merkte zuerst verrätherische Absicht; er war einem Wilden auf den Nacken gestiegen; als er des Reitens müde war und dem Indier zu verstehen gab[,] daß er ihn absetzen möchte[,] faßte er ihn desto fester und lief noch stärker, worauf Candido eine Pistole zog, welches den Wilden bewegte[,] ihn niederzusetzen und davon zu laufen. Kurz darauf kam Carneiro herbei gesprengt schreiend[,] daß jene[,] welche sich mit ihnen entfernt hatten, schon ermordet lägen. Um Carneiro aufzuhalten[,] rannte eine Menge herbei und schleuderten eine Menge Pfeile auf ihn ab[,] er entkam aber und wurde nur an der Hand verwundet. Nur die Furcht vor den beiden Kanonen[,] welche Alfonso mithatte, schien die Wilden abzuhalten[,] einen offenen Angriff zu machen, welches um so gefährlicher für die Portugiesen hätte werden können, als die meisten schon ihre Messer und viele sogar ihre Säbel an die Wilden verschenkt hatten. Alfonso zog sich hierauf auf die S[err]a da Esperanca zurück und ließ hier eine Wache und kehrte nach S[ão] Paulo zurück[,] um für Verstärkung zu sorgen. Der Regierung schien die Sache gleichgültiger geworden und nach einigen Jahren vernachlässigte man auch jenen Vorposten. In der Nähe der Faz[end]a da Palma lebt noch ein gegenwärtig beinahe blinder Mann[,] der als Soldat diese Expedition begleitete. Die Menge der damals vorhandenen Wilden soll sich bald nach Rückzug der Portugiesen gegenseitig aufgerieben haben und die Veranlassung zu diesen Kriegen sollen die Geschenke von Aexten, Beilen, Messern, rothen Kleidungsstücken etc. gegeben haben[,] welche D[on] Alfonso ihnen machte. Vor 20 Jahren[,] zur Zeit des General Horta[,] beschloß man aufs Neue[,] die Campos von Guarapuava zu bevölkern. Ein Oberstleutnant Diego, welcher von den Leuten des D[o]n Alfonso gewesen war, wurde zum"
"Curitiba, Campos Geraes, Guarapuava, Lages, Diego, Padre Chagas, Personen, Geographische Angaben, Wilder, Colonisten, Ethnien/Gruppen, Wilde, Wilden",1828,,"Padre Chagas, Diego",,,"Wilde, Wilden, Wilder, Colonisten",,"Guarapuava, Campos Geraes, Curitiba, Lages",,,,,,,ZM_S_I_Sellow_Exk_14_2_r__2513,"Commandanten gewählt. Man gab ihm an 300 Mann mit, das Milizregiment von Curitiba, eine Companie Artilleristen, mit 6 Feldstücken pc. Diese letzte Expedition soll der Regierung bis jetzt an 300,000 Crusaden gekostet haben. Diego soll ein schlechter Commandant, viel zu streng, gewesen sein; daher diente während seiner Zeit das Unternehmen mehr[,] die Curitibaner[,] besonders die Leute in Campos Geraes[,] zu quälen und zu belästigen, als ihnen Vortheil zu gewähren. Erst jetzt fängt man an[,] einigen Nutzen am Guarapuava zu haben. In der ersten Zeit[,] nachdem Diego dort eingerückt war, kam kein Wilder zu den Colonisten[.] Der Padre Chagas lernte nach nach etwas von der Sprache eines Wilden[,] den man bei Lages gefangen hatte und machte ihm mit vieler Geduld verständlich[,] daß die Absicht der Weißen nicht sei, seine Nation als Sklaven zu haben, sondern daß sie nur wünschten[,] mit ihnen in Frieden und Eintracht zu leben. Auf diese Versicherung versprach er[,] nun seine Landsleute herbei zu holen und bald erschienen an 600 Wilde."
"Curitiba, Don Luiz Antonio Botelho Morão, Padre Francisco dos Chagas Santas, Personen, Laurenco Ribeiro de Andrada, Geographische Angaben, Paraná, Campos von Guarapuava, Antonio Ribeiro de Andrada, Yguacú, Capitano, Ethnien/Gruppen, Don Alfonso,  Silveira, Silveira, Asterist Don  Alfonso Botelho Morão, Campos de Guarapuava, Capitam Mor, Guarapuava",1828,,"Don Alfonso,  Silveira, Don Luiz Antonio Botelho Morão, Padre Francisco dos Chagas Santas, Antonio Ribeiro de Andrada, Silveira, Laurenco Ribeiro de Andrada, Asterist Don  Alfonso Botelho Morão",,,"Capitam Mor, Capitano",,"Curitiba, Paraná, Campos de Guarapuava, Guarapuava, Campos von Guarapuava, Yguacú",,,,,,,ZM_S_I_Sellow_Exk_15_1_r__2514,"Prov. Parana Über Guarapuava nach der mündlichen Erzählung des Padre Fr[ancis]co dos Chagas Santas Im 17ten und 18ten Jahrhundert pflegten die Paulisten die Wüsten am Paraná zu durchstreifen[,] um sich Wilde einzufangen[,] deren sie sich als Sklaven in ihren Goldwäschereien und zu anderen Unternehmungen bedienten. Auf diesen Streifereien wurden die Campos von Guarapuava entdeckt. Der Name soll herzhafter Vogel bedeuten, weil ein Arara[,] den einer der Abentheurer hier an einer Kette gefangen hielt[,] seine Freiheit mit dem Verlust seines Fußes, den er sich abbiß, erkaufte. Nachdem das Dasein dieser Campos lange bekannt gewesen, beschloß die Regierung zur Zeit[,] als Don Luiz Ant[oni]o Botelho Morão Capitão G[enera]l zu St Paolo war[,] sie in näheren Besitz zu nehmen zu bevölkern[.] Der Sohn dieses[,] der in Paraná mit Erbauung des dortigen Forts beschäftigt war, der Asterist Don Alfonso Botelho Morão wurde zum Commandanten der Expedition erwählt, und kam 1769 nach Curitiba[,] um sich vorzubereiten. Er rüstete über 100 Mann zu Fuß und zu Pferde und forderte den damaligen dortigen Cap[ita]m Mor Laurenco Ribeiro de Andrada, Vater des heutigen Ant[oni]o Rib[ei]ro de Andrada, und andere der vornehmsten Curitibaner auf, ihn zu begleiten. Zunächst sendete er einen Cap[ita]no Silveira den Yguacú hinab, mit Befehl[,] ihn in den Campos de Guarapuava zu erwarten. Sil[vei]ra[,] der Handel trieb[,] weigerte sich[,] so plötzlich abzureisen[,] als D[o]n Alfonso es verlangte, weil er zuvor sein Geschäfte ordnen wollte; da dieser nicht nachgeben wollte[,] entzweiten sie sich, und Silv[eir]a schiffte sich zwar ein, drohte aber nie wieder zu kommen. In der That, nachdem er sich unterhalb"
", Caiacanguçú, Alfonso, Candido Xavier de Almeida e Souza, Personen, Geographische Angaben, Santa Maria do Iguaçu , Pinhao, Estancia, Corrientes, Paraná, Caiacangucu, Canos, do Portão, Lisboa, Wasserfälle, Marcihal Marcial de Campo, Yguacú, Jordão, Ethnien/Gruppen, Don Alfonso, Campo de , Rio Jordão, Objekte, Pallisade, Guarapuava, Madrit, Campo, Capivarusu Capivaruçu",1828,,"Don Alfonso, Caiacangucu, Caiacanguçú, Alfonso, Candido Xavier de Almeida e Souza, Pinhao, Capivarusu Capivaruçu",,"Canos, Pallisade, Wasserfälle, Campo",Marcihal Marcial de Campo,,"Corrientes, , Paraná, Guarapuava, do Portão, Lisboa, Rio Jordão, Campo de , Madrit, Yguacú, Jordão, Santa Maria do Iguaçu , Estancia, Capivarusu Capivaruçu",,,,,,,ZM_S_I_Sellow_Exk_15_1_v__2515,"er sich unterhalb Caiacanguçúeingeschifft[,] fuhr er den Fluß hinab, ohne sich um Guarapuava zu bekümmern und gelangte in den Paraná. In S[anta] Maria do wurde er mit seinem Begleitern von den Spaniern gefangen genommen und nach Corrientes geschafft, wo man sie fest hielt, bis aus Madrit Befehl kam[,] sie frei zu lassen, worüber 7 Jahre verstrichen, worauf er nach Lisboa ging und für erlittenen Verlust von der Regierung entschädigt wurde. Er erzählte[,] er habe in Yguacú über 30 Wasserfälle angetroffen und hohe Berge[,] welche den Fluß stets zu beiden Seiten einzwängen. D[o]n Alfonso sendete sodann den noch lebenden Marcihal de Campo[,] damaligen Leutnant Candido Xavier de Almeida e Souza mit mehreren Canos[,] mit Proviant und manchen Bedürfnissen beladen[,] denselben Fluß hinab, mit Befehl[,] ihn in Guarapuava zu erwarten. Auch er schiffte sich unterhalb des Caiacangucu auf der heutigen Est[anci]a do Portão ein, und gelangte in wenigen Tagen an die Mündung des Rio Jordão, der damals Capivarusu genannt wurde; dort wurden sie durch einen Wasserfall aufgehalten, und indem sie bemüht waren auszumachen[,] ob es besser sei[,] die Canos zu Lande überzuschleifen oder unterhalb des Falls neue zu bauen, sahen sie hinter sich Rauch von absengendem Campo, erkannten[,] daß sie schon zu weit westlich gefahren, schifften wieder hinauf und drangen in der Richtung des Rauchs durch die breite Waldung ans Ufer, und fanden das Campo. Im heutigen Campo de Pinhao am l[inken] Ufer des Jordão errichteten sie eine Pallisade und setzten sich fest, und mußten hier ein ganzes Jahr auf Alfonso warten, während welcher Zeit sie nie"
"Pinhãos, St Filipe, Estacada de Nossa Seniora do Cormo, Rio Jordão, Alfonso, Personen, Geographische Angaben, Candidos, Ethnien/Gruppen, Wilden, Pflanzen",1828,,"Candidos, Alfonso, Estacada de Nossa Seniora do Cormo",,,Wilden,,"Rio Jordão, St Filipe",Pinhãos,,,,,,ZM_S_I_Sellow_Exk_15_2_r__2516,"einen Wilden zu sehen bekamen. D[o]n Alfonso errichtete zuerst den Posten von St Filipe, und von hier aus drang er durch den Wald, und fand bald Candidos Lager aus, welches Estacada de N[oss]a S[enior]a do Cormo genannt worden war. Es gefiel ihm hier nicht und er verlegte das Lager an den Rio Jordão. Ohne Verzug machte er persöhnlich Expeditionen[,] um die Wilden aufzusuchen. In Entfernung von circa 4 L[egoa] vom Lager fand er einige Weiber beschäftigt[,] Pinhãos aus dem Wasser zu ziehen; Alfonso beschenkte sie, und gab ihnen zu verstehen, daß er mehrere von ihren Landsleuten kennen zu lernen wünschte. Die Weiber führen sie willig zu ihrem Standpunkte, und riefen mehrere herbei. Alle wurden beschenkt und schienen froh, und als der Abend heran kam, baten sie dringend[,] daß er bleiben möchte[,] weil es gewittern würde. Alfonso willigte vorsichtig nicht ein, lud sie aber ein, sein Lager zu besuchen. Sie kamen bald, und wurden aufs Beste empfangen. Ihr Betragen war auch freundschaftlich und sie schienen vergnügt über die Geschenke[,] welche ihnen gemacht wurden. D[o]n Alfonso hatte für mehr als 3000 Wahren mit[,] um sie gelegentlich an sie zu vertheilen. Bald brachten sie D[o]n Alfonso ein junges Mädchen mit der Bitte[,] daß er sie als Frau annehmen möchte. Dieser weigerte sich und suchte ihnen zu bedeuten[,] daß er schon eine Frau habe[,] welche zurückgeblieben sei. Dem ungeachtet drangen sie lange in ihn und ließen sich ungern abweisen. Alfonso glaubte[,] die Freundschaft mit diesen Wilden[,] welche"
"Candido, S. Paulo, Curitiba, Capitam Mor, Canonen, Alfonso, Carneiro, Personen, Geographische Angaben, Ethnien/Gruppen, Objekte, Coronels Luciano Carneiro, Wilden",1828,,"Candido, Coronels Luciano Carneiro, Alfonso, Carneiro",,Canonen,"Capitam Mor, Wilden",,"S. Paulo, Curitiba",,,,,,,ZM_S_I_Sellow_Exk_15_2_v__2517,"in beträchtlicher Anzahl zum Vorschein kamen, zugesichert und sendete einen Boten mit dieser erwünschten Nachricht nach S. Paulo[,] nach deren Empfang man sie, unter Glockengeläute im Collegium, in der Stadt verkündete. Mittlerweile sannen die Wilden schon auf Mittel[,] die Portugiesen umzubringen. Sie bemühten sich[,] sie zu zerstreuen[,] um sie einzeln überfallen zu können. Eine große Menge Weiber kamen ins Lager. D[o]n Alfonso luden sie ein[,] sich von ihnen nach ihrer Pflanzung tragen zulassen und mehrere flochten zu diesem Zwecke ihre Hände zusammen, und mit ihnen andere. Er wollte schon einwilligen[,] als der vorsichtigere Cap[ita]m Mor von Curitiba ihn abhielt. 7 Soldaten erhielten jedoch Erlaubniß[,] um die sie baten[,] mit ihnen gehen zu dürfen. Andere suchten sie zu bewegen[,] ihnen auf die Schultern zu steigen[,] nur um ihnen ihre Stärke und Ausdauer im Laufen mit Lasten zu zeigen. Ihre große Zudringlichkeit erweckte endlich Mißtrauen unter den Portugiesen. Alfonso sendete den Vater des noch lebenden Coronels Luciano Carneiro zu Pferde ab, um nach jenen 7 Soldaten zu sehen. Dieser hatte kaum den nächsten Hügel erstiegen, als er sah, daß sie eben den letzten derselben erschlugen, die anderen schon ausgestreckt lagen. Als sie Carneiro bemerkten[,] suchten sie[,] ihm die Rückkehr abzuschneiden, schossen eine Menge Pfeile auf ihn ab, und zwangen ihn[,] an einer anderen Stelle durch den Bach zu setzen[,] der ihn vom Lager trennte. Candido[,] der bei den Canonen stand[,] wollte nun auf die Wilden feuern, allein Alfonso hielt ihn ab, und weigerte den Verrath zu rächen. Betroffen über diesen unerwarteten Ausgang[,] versammelte er seine Offizire in einem Kriegsrath. Die meisten waren der Meinung[,] daß man sich zurückziehen müsse[,] um sich zu verstärken und dann sicherer vordringen zu können. Candido stellte"
"Luiz, Alfonso, Martin Lobo, Personen, Geographische Angaben, Candido, Shashi  Chachí bravoAlsophila setosaBaumfarn, Estacada do Cormo, Ethnien/Gruppen, Picada,  Iguaçu, Francisco Martinez Lostuzzo, Grande, Minas, Serra da Esperanza, S. Filipe, Objekte, Wilden, Pflanzen, S. Paulo, Cesar, Rio",1828,,"Candido, Francisco Martinez Lostuzzo, Cesar, Estacada do Cormo, Luiz, Alfonso, Martin Lobo",,Picada,Wilden,," Iguaçu, Grande, S. Paulo, Minas, Rio, Serra da Esperanza, S. Filipe",Shashi  Chachí bravoAlsophila setosaBaumfarn,,,,,,ZM_S_I_Sellow_Exk_15_3_r__2518,"vor[,] daß der Verlust von 7 Mann nicht wichtig genug sei[,] um eine Expedition aufzugeben[,] welche so viel Zeit und Geld bereits gekostet habe. Seine Estacada do Cormo sei fest genug[,] wo man die Verstärkungen abwarten könne und im Nothfall wolle er allein mit seinen Leuten zurück bleiben. Niemand stimmte Candido bei, der Rückzug wurde beschlossen und Candido befohlen[,] auf dem zurückzukehren und ihm auf sein Verlangen eine Picada durch die Uferwaldung bis zum Flusse eröffnet[.] Candido führte diese Rückreise glücklich aus. Alfonso zog sich zunächst auf die S[err]a da Esperanza zurück. Hier ließ [er] eine Palisada aus Shashi Stämmen errichten, die aber bei den bald Statt habenden Anfällen der Wilden mehr hinderten als nützten. Hier erhielt sich eine Zeit lang die Besatzung[,] welche er zurück ließ und die 6 Pfleger[,] welche er mitführte; dann zogen sie nach S. Filipe[,] wo Fr[ancis]co Martinez lange Commandant war und das königl[iche] Zeug in Ordnung hielt und für Vorrath von Proviant sorgte, bis er durch einen Cor[one]l Cesar[,] einen berüchtigten Adjudanten des Alfonso, der mit einigen Compagnien Neger aus Minas nach Rio Grande ziehend, weil er diesen Lebensmittel verweigert[,] gefangen nach S. Paulo geschickt wurde, worauf sich auch der Posten von S. Filipe auflößte. Damals war schon Martin Lobo de Saldanha Nachfolger des D[o]n Luiz."
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_1_r__2519,"Expedição de Guarapuava Ant.o (Antonio)ranca e Horta, do meu Conselho, Governador e Capitão General da Capa(Capitania) Amo(amigo). Eu o Principe Regente vos envio muito saudar. Sendo-me presente o vosso officio, e o da Junta que segundo as minhas reaes ordens convocastes para dar principio ao grande estabelecimento de povoar os Campos de Guarapuava, de civilisar os indios barbaros, que infestam aquelle territorio, e de pôr em cultura todo o paiz que de uma parte vai confinar com o Paraná, e da outra forma as cabeceiras do Uruguay que, depois rega o paiz de Missões, e communica assim com a Capitania do Rio Grande; e tendo em consideração tudo o que lhe expuzestes e os votos dos Deputados da mesma Junta: hei por bem conformar-me com os acertados e bem fundados votos dos Coroneis João da Costa Ferreira, e Joseph de Arroche Toledo Randon, que vos ordeno e a Junta sirvam de base ao plano que deveis seguir e organisar para realizardes as minhas paternaes vistas, e portanto considerando que não é conforme aos meus principios religiosos, e politicos o querer estabelecer a minha autoridade nos Campos de Guarapuava, e territorio adjacente por meio de mortandades e crueldades contra os Indios, extirpando as suas raças, que antes desejo adiantar, por meio da religião e civilisação. até para não ficarem desertos tão dilatados e immensos sertões, e que só desejo usar da força com aquelles que offendem os meus Vassallos, e que resistem aos brandos meios de civilisação que lhes mando offerecer: sou servido ordenar-vos que prescreveis no meu real nome, ao Commandante que segundo vossa proposta tive por bem nomear para dirigir esta expedição que nos primeiros encontros que tiver com os bugres, ou outros quaesquer indios faça toda a diligencia para aprisionar alguns, os quaes tratará bem, e vestirá de camisas e outro vestuario, e fazendo-lhes persuadir pelos linguas que se lhes não quer fazer mal, e antes se deseja viver em paz com elles e defendel-os de seus inimigos, que então os largue e deixe ir livres para que vão dizer isso mesmo aos indios da sua especie com quem vivem, que dando-se o caso de encontrar os seus arranchamentos não lhes deite fogo nem faça violencia ás mulheres e crianças que nos mesmos se acharem antes lhes dêm camisas, e façam persuadir pelos linguas que nenhum mal se hade fazer ao indio pacifico habitador do mesmo territorio: que ao mesmo Commandante seja muito recommendado o vigiar que a sua tropa não tenha communicação com as indias, nem saiam de noite fóra de recinto, castigando severamente todos os que desobedecerem a estas minhas reaes ordens, e vierem assim a serem a causa de desordens, e desgraças; tendo o Commandante sempre presente que deve tratar os indios como filhos a respeito do castigo que merecem, porém não se fiando nunca, nem descuidando, visto que a experiencia tem mostrado que os povos barbaros, ou por um mal entendido, ou por qualquer accidente cahem em actos de violencia não esperados, e levam então sem motivo a sua crueldade e vingança a um ponto superior a toda a expectação. Será vosso cuidado recommendar ao Commandante da expedição que tome todos estes meios antes de vir aos da força que só praticará depois que experimentar a inutilidade destes, tendo tambem todo o cuidado em que as casas das povoações que for erigindo de novo sejam espaçadas umas das outras para que se os indios lançarem fogo a algumas dellas, as outras se possam salvar, cobertas quanto possivel for de telhas, e sempre rodeadas de algum fosso ou trincheira de madeira que assuste o indio roubador. Ao mesmo Commandante ordenareis que quando seja obrigado a declarar a guerra aos indios, que então proceda a fazer e deixar fazer prisioneiros de guerra pelas bandeiras que elle primeiro autorisar a entrar nos campos, pois sem essa permissão nehum bandeira, poderá entrar, nem fazer prisioneiros os indios que encontrar, bem entendido que esta prisão ou captiveiro só durará 15 annos contados desde o dia em que forem baptisados e desse acto religioso que se praticará na primeira freguezia por onde passarem se lhes dará certidão na qual se declare isso mesmo exceptuando porém os prisioneiros homens e mulheres de menor idade pois que nesses o captiveiro dos 15 annos se contará ou principiará a correr aos homens da idade de 14 annos, e nas mulheres da idade de 12 annos, declarando tambem que o proprietario do indio guardará sempre a certidão para mostrar o tempo de captiveiro que elle deve soffrer, e ficará exposto a declarar-se livre o indio, si acaso perder a certidão e não puder tirar outra, bem entendido que os serviços do indio prisioneiro de guerra poderão vender-se de uns a outros proprietarios pelo espaço de tempo que haja de durar o seu captiveiro, e segundo mostrar a certidão que sempre o deve acompanhar. Os prisioneiros de guerra feitos pela tropa á excepção daquelles que for necessario deixar para o meu real serviço, no que recommendareis ao Commandante se haja com a maior moderação, pois que desejo que esta não sirva para desanimar a Tropa de Linha e Miliciana do bom serviço que espero me faça nesta importante expedição. Muito vos hei por recommendado que fazendo partir o Commandante com a Tropa de Linha e Artilharia de calibre tres, que julgardes, e comvosco a Junta, proporcional á expedição intentada além da Tropa Mliciana, façais juntamente partir dous religiosos ou sacerdotes de zelo exemplar, e de luzes que sejam encarregados não só de catechisar, baptisar e instruir os indios, mas de vigiar que com elles se não pratique ciolencia alguma, senão aquella que for necessaria, para repellir a sua natural rudeza e barbaridade. Autorisareis ao Commandante para que além das sesmarias concedidas ao Governo para repartir os terrenos devolutos em proporções pequenas pelos povoadores pobres, pois que estes não teem forças para obterem sesmarias, e que reserve sempre uma legua de campo e mattos ao redor das povoações que for estabelecendo para commum logradio. Sendo muito util a communicação das Capitanias de S. Paulo e Rio Grande pelos campos que vertem para o Uruguay, e passam perto do Paiz de Missões; ordeno-vos que vos entendais com o Governador do Rio Grande, como tambem lhe mando directamente significar, para que ambas as Capitanias nos seus respectivos territorios e dentro dos limites do rio das Pelotas, ou pelo alto da Serra como dantes era, concorram com os meios necessarios a fazer esta estrada quanto antes transitavel, de maneira que se consiga assim uma mais facil communicação das duas Capitanias, e por esse meio com esta Capitania que assim communicará com ambas mais facilmente. Não sendo possivel distrahir cousa alguma das rendas da Capitania de S. Paulo, que todas se acham applicadas a objectos de maior urgencia, sou servido ordenar, que pelo espaço de 10 annos se cobre no Registro de Sorocaba um novo tributo de 200 réis nos primeiros cinco annos sobre toda a cabeça de gado vaccum e cavallar que passar pelo mesmo Registro, vindo do districto de Itapetinga inclusive para o Sul, e findos os primeiros cinco annos, a qual será applicada para e simplesmente á nova expedição que tenho ordenado, e para esse fim ordenareis á Junta da Fazenda, para entregar o producto da mesma á nova Junta de Guarapuava de que vos creei Presidente, para que ella proceda a fazer a devida applicação para as sobreditas despezas. Conformando-me com a vossa proposta fui servido nomear a Diogo Pinto de Portugal para Commandante desta expedição, e por este motivo o nomeio Tenente Coronel do Regimento de Milicias do que era Sargento-Mór de Cavallaria, esperando que se destinga pelo zelo com que hade promover a grande comissão de que o encarregareis e ao mesmo ordenareis que faça concorrer os fazendeiros da Coritiba e Campos Geraes proporcionalmente ás suas forças com alguns escravos para a abertura da estrada, que obrigue tambem os Fazendeiros concorrer segundo suas posses com gados para os trabalhadores, e os lavradores com farinha e feijões, mas tudo isto com tal moderação que não dê logar a queixa alguma. Igualmente fareis declarar que toda a pessoa que quiser ir povoar os Campos de Guarapuava não será constrangida pelo espaço de seis annos a pagar divida alguma que deva á Fazenda Real, e que pelo tempo de 10 annos não pagará dizimo das terras novas que rotear, nem outro direito parochial, se não o que for necessario para o mantenimento e trato e trato das Curas, que alli se estabelecerem. Igualmente vos ordeno que façais remetter para os Campos de Guarapuava todos os criminosos e criminosas que forem sentenciados a degredo, cumprindo alli todo o tempo do seu degredo. Assim o cumprireis e fareis executar não obstante quaesquer leis e regimentos em contrario que todos hei aqui por derogados, como se delles fizesse expressa menção. Escripta no Palacio do Rio de Janeiro em o 1º de Abril de 1809. PRINCIPE Para Antonio Joseph da Franca e Horta."
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_1_v__2520,
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_2_r__2521,
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_2_v__2522,
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_3_r__2523,
,1828,,,,,,,,,,,,,,ZM_S_I_Sellow_Exk_16_3_v__2524,
